직원 이름,부서,월별 매출액,상품별 판매량,지역별 매출,개인정보_ID,사무실_내선번호
직원_2491,영업부,5203,155,대전,826138,1914
직원_2492,인사부,6426,72,경기,635321,9574
직원_2493,마케팅부,3840,86,부산,710028,6260
직원_2494,기획부,2300,68,부산,106150,8096
직원_2495,개발부,6030,90,서울,208946,3082
직원_2496,영업부,8074,88,경기,261213,2017
직원_2497,영업부,7298,67,부산,889559,3551
직원_2498,인사부,2921,125,대전,103114,1110
직원_2499,영업부,5897,128,대전,645599,1257
직원_2500,인사부,5352,81,광주,895807,9946
직원_2501,마케팅부,7432,87,대전,372028,5910
직원_2502,기획부,6260,61,대전,968314,5343
직원_2503,개발부,3308,171,서울,235858,3718
직원_2504,개발부,4511,88,대전,534905,3182
직원_2505,영업부,5938,128,부산,986837,2679
직원_2506,인사부,3299,131,부산,212183,6792
직원_2507,인사부,3519,100,경기,698231,8748
직원_2508,마케팅부,8970,90,부산,473131,6862
직원_2509,인사부,8774,62,서울,627689,5545
직원_2510,기획부,8688,167,부산,786947,2490
직원_2511,인사부,7474,54,부산,298849,6131
직원_2512,인사부,3525,188,광주,125395,4182
직원_2513,개발부,8757,119,광주,816731,5264
직원_2514,마케팅부,4252,196,부산,130983,7658
직원_2515,마케팅부,5020,74,서울,384159,1361
직원_2516,기획부,2788,118,대전,845811,4867
직원_2517,개발부,5814,130,광주,614884,1870
직원_2518,개발부,4542,66,대전,827757,4279
직원_2519,개발부,8227,188,서울,886540,7498
직원_2520,기획부,2681,135,광주,879846,1268
직원_2521,마케팅부,2386,169,광주,666089,7603
직원_2522,기획부,2670,122,대전,155542,5472
직원_2523,기획부,3323,100,광주,858899,5618
직원_2524,인사부,3830,195,서울,233200,1781
직원_2525,영업부,4666,128,부산,515690,5835
직원_2526,개발부,4223,117,부산,970240,7492
직원_2527,영업부,2876,149,대전,326446,5994
직원_2528,기획부,6037,149,부산,322436,8157
직원_2529,기획부,5319,98,부산,232011,3110
직원_2530,인사부,3027,53,서울,535196,1047
직원_2531,기획부,7333,105,부산,320259,6965
직원_2532,개발부,5101,55,부산,878897,8799
직원_2533,기획부,2915,117,부산,922506,1222
직원_2534,마케팅부,8476,67,부산,427511,7065
직원_2535,개발부,2946,99,서울,373409,1149
직원_2536,마케팅부,4285,63,서울,681756,1292
직원_2537,개발부,4104,152,대전,126998,6458
직원_2538,인사부,5444,135,경기,540558,1132
직원_2539,개발부,5326,127,부산,972518,8939
직원_2540,영업부,6388,176,경기,855868,4764
직원_2541,기획부,2036,92,대전,613573,2788
직원_2542,영업부,8190,121,경기,936831,3408
직원_2543,기획부,8155,157,광주,281257,8418
직원_2544,개발부,5542,132,경기,526120,6107
직원_2545,마케팅부,2248,193,광주,667090,4521
직원_2546,마케팅부,5156,67,광주,697743,2121
직원_2547,기획부,6283,83,서울,284777,8904
직원_2548,인사부,6244,183,서울,487344,9925
직원_2549,인사부,5243,186,부산,782572,4427
직원_2550,기획부,2166,67,대전,335584,8471
직원_2551,인사부,2035,170,대전,514077,2098
직원_2552,영업부,2372,78,서울,996969,1106
직원_2553,인사부,2358,127,경기,280985,2575
직원_2554,기획부,5161,155,경기,962547,6377
직원_2555,마케팅부,7836,52,부산,138651,7308
직원_2556,마케팅부,7239,125,부산,524245,3087
직원_2557,인사부,6264,157,서울,780523,2822
직원_2558,영업부,5861,152,대전,556401,9385
직원_2559,인사부,2372,78,경기,631133,4652
직원_2560,마케팅부,2516,188,부산,129811,1160
직원_2561,영업부,7848,95,경기,434420,8818
직원_2562,개발부,2326,178,서울,683876,7561
직원_2563,개발부,7202,88,서울,966522,1980
직원_2564,마케팅부,7791,51,서울,480093,7306
직원_2565,마케팅부,5618,119,경기,516049,6808
직원_2566,마케팅부,6467,53,광주,952144,6385
직원_2567,마케팅부,3196,183,대전,424926,7928
직원_2568,개발부,3155,152,경기,199669,2873
직원_2569,마케팅부,5411,135,광주,222918,2160
직원_2570,마케팅부,3687,66,광주,761806,5837
직원_2571,영업부,3891,83,부산,750212,5072
직원_2572,마케팅부,2473,183,대전,119318,1824
직원_2573,개발부,2266,156,대전,156203,7740
직원_2574,영업부,3954,132,서울,789030,8340
직원_2575,기획부,3541,199,서울,604477,5126
직원_2576,기획부,8815,58,광주,857221,3902
직원_2577,마케팅부,4015,128,경기,351717,3665
직원_2578,인사부,3161,105,부산,891508,8818
직원_2579,기획부,8092,51,대전,114165,3066
직원_2580,개발부,7943,53,경기,378087,1085
직원_2581,영업부,5265,115,광주,424975,8389
직원_2582,인사부,5753,89,광주,123179,2069
직원_2583,개발부,2900,63,서울,417640,5563
직원_2584,개발부,5078,181,서울,568731,5729
직원_2585,영업부,8870,145,광주,276303,3835
직원_2586,인사부,7284,128,부산,337773,3489
직원_2587,마케팅부,6414,158,부산,881361,4183
직원_2588,영업부,8607,193,광주,476317,7753
직원_2589,인사부,8678,168,서울,519288,7834
직원_2590,인사부,2196,181,광주,645309,3042
직원_2591,인사부,6080,188,부산,404968,1468
직원_2592,개발부,6356,72,부산,837752,4585
직원_2593,마케팅부,6664,148,서울,596624,5644
직원_2594,마케팅부,2192,61,부산,465502,7638
직원_2595,개발부,5473,74,서울,548665,6735
직원_2596,영업부,2007,169,광주,267072,7888
직원_2597,영업부,2604,55,부산,145415,4042
직원_2598,인사부,2941,66,경기,592159,1135
직원_2599,기획부,2585,199,부산,823325,5428
직원_2600,기획부,4741,178,대전,137715,8092
직원_2601,개발부,6438,96,서울,165943,1381
직원_2602,기획부,7617,190,광주,167741,5340
직원_2603,마케팅부,7714,56,경기,819741,3732
직원_2604,개발부,7632,182,부산,188599,9435
직원_2605,영업부,5743,124,대전,673206,4939
직원_2606,인사부,7680,152,광주,186232,3493
직원_2607,인사부,7527,128,부산,289180,2506
직원_2608,기획부,3345,101,부산,780140,9797
직원_2609,기획부,7549,152,경기,463849,2868
직원_2610,마케팅부,4856,67,대전,555065,2098
직원_2611,기획부,2962,136,광주,406696,8266
직원_2612,기획부,3329,125,광주,581808,8758
직원_2613,인사부,5319,60,경기,744884,6126
직원_2614,영업부,3784,172,광주,720149,1539
직원_2615,기획부,2977,135,광주,276186,9155
직원_2616,영업부,3885,84,경기,118874,1846
직원_2617,영업부,6560,118,대전,983418,4157
직원_2618,개발부,8474,195,대전,283143,6312
직원_2619,인사부,3412,103,경기,267915,2831
직원_2620,마케팅부,2378,119,서울,820171,2470
직원_2621,영업부,6708,89,경기,771559,1115
직원_2622,영업부,3825,65,광주,181996,9152
직원_2623,마케팅부,4478,98,광주,122526,9936
직원_2624,개발부,4230,101,대전,970196,1353
직원_2625,영업부,2985,176,경기,613081,5271
직원_2626,기획부,5247,143,서울,925744,9805
직원_2627,영업부,4562,66,부산,827646,8898
직원_2628,마케팅부,2393,50,부산,387861,1359
직원_2629,마케팅부,6741,97,경기,672467,8880
직원_2630,마케팅부,3813,107,부산,840245,1406
직원_2631,마케팅부,4968,72,부산,241508,3416
직원_2632,기획부,6825,179,경기,887046,8987
직원_2633,기획부,5358,178,경기,632592,8290
직원_2634,인사부,6957,133,대전,596785,5647
직원_2635,영업부,2437,80,부산,375126,8356
직원_2636,기획부,5459,193,부산,952609,5385
직원_2637,인사부,5499,86,대전,372026,9062
직원_2638,인사부,5479,77,광주,738263,7999
직원_2639,인사부,6113,162,경기,792545,3697
직원_2640,마케팅부,3697,69,대전,117390,6101
직원_2641,인사부,4164,157,부산,756923,4134
직원_2642,영업부,6910,167,광주,139064,4274
직원_2643,영업부,8563,172,서울,259516,7959
직원_2644,영업부,6874,139,경기,676552,1162
직원_2645,마케팅부,2091,196,대전,472667,6836
직원_2646,마케팅부,8425,74,서울,650171,1017
직원_2647,마케팅부,7021,145,부산,478782,4370
직원_2648,영업부,4100,120,부산,170906,7590
직원_2649,영업부,2619,108,부산,366666,9635
직원_2650,마케팅부,6381,190,대전,870742,6369
직원_2651,마케팅부,2672,152,광주,670418,7697
직원_2652,인사부,8683,177,서울,209582,8564
직원_2653,마케팅부,2700,147,경기,853332,5398
직원_2654,개발부,6058,175,부산,907614,1591
직원_2655,마케팅부,6866,53,광주,609333,2563
직원_2656,영업부,4421,65,광주,807565,1599
직원_2657,마케팅부,5198,195,부산,123280,2492
직원_2658,개발부,8927,183,경기,930881,2122
직원_2659,마케팅부,5537,120,부산,421670,2246
직원_2660,마케팅부,6150,159,서울,108267,2068
직원_2661,마케팅부,7044,152,경기,360117,1516
직원_2662,마케팅부,4719,99,서울,545966,1399
직원_2663,개발부,5635,82,경기,674480,2804
직원_2664,마케팅부,3825,170,경기,454739,4224
직원_2665,개발부,6355,129,부산,188019,4167
직원_2666,영업부,2771,185,대전,810530,9639
직원_2667,개발부,6390,153,경기,766004,9390
직원_2668,기획부,3293,196,대전,275944,6678
직원_2669,기획부,8655,137,경기,744270,3189
직원_2670,인사부,4276,195,부산,607588,5333
직원_2671,인사부,4811,92,대전,700947,1558
직원_2672,마케팅부,5225,156,대전,813600,9631
직원_2673,인사부,7303,117,대전,342129,7930
직원_2674,인사부,3106,99,부산,483244,7753
직원_2675,영업부,7596,104,서울,508738,6056
직원_2676,기획부,2026,93,대전,578507,1879
직원_2677,영업부,5746,168,대전,223391,5156
직원_2678,마케팅부,3647,67,대전,348609,6189
직원_2679,인사부,2428,50,부산,542489,3692
직원_2680,영업부,4976,173,서울,914174,9781
직원_2681,마케팅부,6167,186,부산,187626,8558
직원_2682,기획부,8914,80,서울,626641,4177
직원_2683,인사부,6378,173,서울,922420,3874
직원_2684,기획부,4008,155,서울,723290,3527
직원_2685,영업부,7012,137,서울,909769,3263
직원_2686,인사부,5860,57,경기,340440,2351
직원_2687,개발부,7050,102,광주,832369,8266
직원_2688,기획부,5367,108,부산,267207,6871
직원_2689,마케팅부,5283,141,경기,841330,4929
직원_2690,마케팅부,7478,132,경기,127931,9601
직원_2691,영업부,5568,189,서울,956255,4886
직원_2692,개발부,4679,118,광주,987662,8944
직원_2693,기획부,7179,126,부산,680960,3327
직원_2694,영업부,5420,194,광주,121753,1426
직원_2695,개발부,7732,63,경기,859281,5184
직원_2696,개발부,5070,76,서울,931225,9452
직원_2697,기획부,2723,151,서울,874112,6781
직원_2698,마케팅부,8838,52,경기,906155,2956
직원_2699,기획부,6045,64,광주,600929,6936
직원_2700,인사부,8186,195,대전,299476,3927
직원_2701,인사부,2785,167,대전,497937,8940
직원_2702,인사부,8846,91,부산,959087,1524
직원_2703,기획부,4123,84,경기,956796,5433
직원_2704,영업부,3913,182,서울,402098,4889
직원_2705,기획부,3008,60,대전,385812,3186
직원_2706,개발부,3555,122,서울,118004,7391
직원_2707,영업부,8657,64,경기,191917,1583
직원_2708,기획부,6880,131,대전,813532,5129
직원_2709,마케팅부,6804,176,부산,967229,8243
직원_2710,개발부,2316,145,대전,664933,5912
직원_2711,마케팅부,2244,85,부산,410619,7287
직원_2712,영업부,5420,163,광주,360380,7679
직원_2713,기획부,5924,142,부산,425814,7165
직원_2714,기획부,8994,182,광주,532729,2397
직원_2715,마케팅부,2372,160,부산,199720,7639
직원_2716,인사부,8852,142,광주,779421,5424
직원_2717,인사부,3280,60,광주,314345,8146
직원_2718,마케팅부,4605,103,서울,525070,4568
직원_2719,기획부,8869,52,경기,344771,7411
직원_2720,영업부,8395,116,경기,205007,8167
직원_2721,마케팅부,2802,155,경기,903495,2822
직원_2722,영업부,7613,100,서울,735404,7818
직원_2723,개발부,8838,50,서울,435622,1054
직원_2724,영업부,5757,144,대전,200759,1392
직원_2725,마케팅부,8415,165,경기,441862,5619
직원_2726,인사부,7485,194,부산,658094,5687
직원_2727,영업부,8254,188,서울,902643,4241
직원_2728,개발부,4929,91,경기,595180,4305
직원_2729,기획부,4441,136,대전,615340,4944
직원_2730,영업부,7749,131,서울,935074,2863
직원_2731,마케팅부,4459,155,부산,732029,3353
직원_2732,인사부,4974,80,경기,426348,7267
직원_2733,마케팅부,3328,167,대전,415374,3916
직원_2734,영업부,7445,80,대전,238833,8227
직원_2735,마케팅부,7259,162,부산,731399,1708
직원_2736,기획부,3560,69,경기,860021,2998
직원_2737,마케팅부,3142,195,광주,130924,3077
직원_2738,기획부,5609,104,광주,251500,8592
직원_2739,개발부,2655,55,서울,462482,2172
직원_2740,마케팅부,5492,103,경기,777537,3556
직원_2741,개발부,2041,186,대전,711948,8517
직원_2742,인사부,2161,59,서울,490737,5425
직원_2743,마케팅부,5014,140,부산,204274,5064
직원_2744,기획부,5098,156,서울,309224,9305
직원_2745,인사부,6514,125,광주,764065,6918
직원_2746,기획부,4430,53,대전,986187,6566
직원_2747,인사부,7962,72,서울,809038,4884
직원_2748,마케팅부,4000,77,부산,616718,4762
직원_2749,영업부,5331,170,광주,161275,7489
직원_2750,영업부,3198,187,서울,424868,7418
직원_2751,마케팅부,7411,85,부산,907604,3725
직원_2752,인사부,7035,66,서울,315723,3565
직원_2753,인사부,7921,137,경기,567777,6677
직원_2754,영업부,2683,114,서울,740041,3164
직원_2755,영업부,5995,98,대전,358445,7486
직원_2756,영업부,8998,182,부산,106010,3531
직원_2757,인사부,5270,78,서울,696535,6363
직원_2758,인사부,6407,133,대전,409112,3288
직원_2759,인사부,2464,75,부산,463611,8816
직원_2760,개발부,2220,88,경기,656594,6298
직원_2761,인사부,3394,78,광주,687099,6415
직원_2762,인사부,3565,162,광주,153202,2080
직원_2763,인사부,2237,158,광주,221214,5699
직원_2764,기획부,7930,101,경기,240980,8936
직원_2765,인사부,5575,60,부산,930874,2029
직원_2766,영업부,2799,112,대전,135386,1592
직원_2767,마케팅부,2748,180,서울,689164,4575
직원_2768,마케팅부,7203,134,광주,667783,8202
직원_2769,개발부,5291,58,부산,477662,8189
직원_2770,인사부,2460,88,부산,405383,6628
직원_2771,영업부,4505,67,부산,894249,3491
직원_2772,영업부,3047,104,부산,720078,2885
직원_2773,개발부,8805,115,광주,500316,8783
직원_2774,마케팅부,3179,154,경기,964580,7491
직원_2775,개발부,3101,112,서울,110309,6171
직원_2776,마케팅부,7006,87,부산,106348,9216
직원_2777,마케팅부,6598,118,서울,764144,4354
직원_2778,개발부,5835,126,서울,510558,6282
직원_2779,기획부,3377,67,대전,785948,4406
직원_2780,기획부,4468,76,부산,100953,2720
직원_2781,인사부,6297,90,서울,469921,8029
직원_2782,개발부,8064,178,경기,424368,1891
직원_2783,개발부,2842,101,서울,625097,8648
직원_2784,인사부,4252,126,광주,163849,3686
직원_2785,개발부,4089,58,서울,762670,9541
직원_2786,마케팅부,3559,52,광주,616098,6014
직원_2787,영업부,5012,134,광주,117308,5694
직원_2788,개발부,7568,130,대전,184060,8928
직원_2789,인사부,3150,95,광주,964159,1888
직원_2790,기획부,3467,152,경기,426418,6784
직원_2791,영업부,2473,112,부산,820648,2132
직원_2792,개발부,8125,158,대전,134799,1095
직원_2793,마케팅부,6784,75,부산,675389,8559
직원_2794,인사부,8172,88,부산,973692,7224
직원_2795,영업부,3246,51,서울,928551,7838
직원_2796,영업부,5092,156,대전,476886,2125
직원_2797,인사부,5037,174,광주,887095,6812
직원_2798,마케팅부,2357,70,대전,138853,7183
직원_2799,기획부,7496,181,대전,787660,5232
직원_2800,영업부,4417,117,부산,878014,6991
직원_2801,개발부,5556,51,광주,885351,5612
직원_2802,기획부,8090,126,광주,477012,2946
직원_2803,인사부,7708,178,부산,219018,8521
직원_2804,인사부,4776,199,서울,405841,6818
직원_2805,마케팅부,7639,128,부산,997841,2599
직원_2806,영업부,5726,153,부산,831226,9918
직원_2807,기획부,3142,75,대전,719019,2696
직원_2808,영업부,7803,127,부산,458587,9409
직원_2809,마케팅부,2882,68,서울,384356,2397
직원_2810,기획부,8027,116,광주,330642,4043
직원_2811,영업부,6028,163,광주,905242,2891
직원_2812,기획부,7250,95,부산,919422,6462
직원_2813,마케팅부,7419,64,경기,491730,6736
직원_2814,마케팅부,5632,134,서울,223579,5284
직원_2815,마케팅부,4234,150,대전,998894,4284
직원_2816,기획부,2199,102,대전,193272,6210
직원_2817,기획부,7116,132,광주,414400,5515
직원_2818,개발부,3996,107,광주,554784,1476
직원_2819,영업부,3931,186,경기,206442,2881
직원_2820,마케팅부,8063,130,경기,723227,1868
직원_2821,기획부,8019,130,부산,503634,5387
직원_2822,개발부,5445,161,경기,180788,6699
직원_2823,마케팅부,7716,79,서울,541002,1357
직원_2824,마케팅부,7668,94,경기,261288,5557
직원_2825,기획부,7615,194,부산,565764,9054
직원_2826,기획부,7127,57,서울,725928,4651
직원_2827,개발부,8021,190,서울,853800,1290
직원_2828,기획부,3757,118,광주,563786,4627
직원_2829,기획부,6136,80,대전,160099,6088
직원_2830,영업부,3400,139,대전,377768,3800
직원_2831,기획부,5695,92,대전,504510,5451
직원_2832,기획부,5511,64,광주,430970,3783
직원_2833,기획부,7975,154,광주,134758,6491
직원_2834,개발부,4411,119,대전,135831,9474
직원_2835,기획부,2445,193,부산,976716,4174
직원_2836,인사부,4946,102,서울,651316,8655
직원_2837,개발부,8535,162,광주,904629,6120
직원_2838,인사부,2230,93,대전,320959,8834
직원_2839,인사부,2199,107,서울,575289,7181
직원_2840,인사부,8001,167,부산,306055,9790
직원_2841,마케팅부,7458,111,대전,458024,9197
직원_2842,마케팅부,8409,95,대전,995174,7654
직원_2843,개발부,2929,78,광주,465301,1488
직원_2844,기획부,6317,153,부산,764337,3049
직원_2845,기획부,2361,74,부산,325657,7547
직원_2846,기획부,3514,185,부산,794557,3660
직원_2847,인사부,6419,65,대전,615702,5954
직원_2848,인사부,3317,147,부산,449584,6248
직원_2849,마케팅부,8405,54,경기,816268,1168
직원_2850,개발부,7226,140,경기,590835,6838
직원_2851,마케팅부,2097,158,광주,466072,6940
직원_2852,기획부,7328,97,대전,231589,3108
직원_2853,개발부,4114,170,부산,378262,7645
직원_2854,영업부,6369,150,부산,130650,9964
직원_2855,인사부,5564,183,부산,197734,6732
직원_2856,영업부,5963,168,대전,306217,1785
직원_2857,개발부,7446,143,광주,396392,6593
직원_2858,영업부,7376,129,서울,451987,1569
직원_2859,영업부,3059,107,부산,385567,8388
직원_2860,인사부,8739,135,광주,602296,3773
직원_2861,인사부,2898,134,부산,995784,3547
직원_2862,인사부,8705,58,대전,451152,3344
직원_2863,영업부,5968,172,부산,408275,5779
직원_2864,개발부,4493,61,대전,385960,6044
직원_2865,영업부,2093,122,부산,898829,4301
직원_2866,기획부,5333,181,경기,528088,2685
직원_2867,개발부,2649,158,광주,780209,4856
직원_2868,개발부,6201,135,부산,974950,7792
직원_2869,기획부,6039,153,광주,714011,9521
직원_2870,기획부,5144,187,부산,839173,5042
직원_2871,인사부,8130,88,부산,904245,7099
직원_2872,기획부,2111,69,서울,890056,9979
직원_2873,인사부,8589,120,부산,659125,5403
직원_2874,마케팅부,5783,87,서울,974142,6671
직원_2875,기획부,6030,192,부산,916091,4474
직원_2876,영업부,4630,137,부산,375851,3908
직원_2877,인사부,2664,55,광주,693545,9155
직원_2878,영업부,7764,72,경기,955945,8107
직원_2879,영업부,6068,109,서울,678818,1066
직원_2880,개발부,2325,91,대전,734648,5422
직원_2881,개발부,3474,111,부산,398502,6399
직원_2882,마케팅부,2931,51,대전,774755,4296
직원_2883,인사부,5558,190,광주,507709,7449
직원_2884,기획부,7881,123,경기,198150,2417
직원_2885,영업부,6336,184,부산,834053,9749
직원_2886,인사부,6321,165,부산,479788,5131
직원_2887,영업부,8786,118,광주,645551,6036
직원_2888,인사부,8607,122,대전,116907,7140
직원_2889,마케팅부,6293,116,광주,458933,3528
직원_2890,개발부,6378,161,서울,894705,8488
직원_2891,영업부,8485,166,부산,861680,9880
직원_2892,인사부,3522,178,부산,224798,4119
직원_2893,기획부,7495,192,대전,799519,9744
직원_2894,영업부,3189,96,광주,260661,1628
직원_2895,개발부,3223,148,부산,647610,6189
직원_2896,마케팅부,6705,190,부산,175363,7282
직원_2897,기획부,2472,57,경기,894465,8336
직원_2898,기획부,5843,89,대전,476114,8061
직원_2899,기획부,2478,75,대전,832638,5487
직원_2900,마케팅부,6814,151,서울,873844,8879
직원_2901,기획부,5021,81,서울,579681,4606
직원_2902,기획부,4961,77,부산,147869,1545
직원_2903,인사부,8083,95,경기,789805,7622
직원_2904,기획부,2081,85,서울,553181,1941
직원_2905,마케팅부,6504,77,광주,380354,9900
직원_2906,인사부,7634,118,광주,161062,7696
직원_2907,개발부,5059,68,대전,572916,2935
직원_2908,인사부,7390,75,부산,815287,1606
직원_2909,영업부,5889,82,경기,721638,6601
직원_2910,기획부,5114,78,광주,740522,5436
직원_2911,영업부,6936,105,서울,491010,4744
직원_2912,마케팅부,8867,184,서울,922286,1334
직원_2913,인사부,6059,191,대전,683505,5595
직원_2914,마케팅부,8117,167,광주,640711,9564
직원_2915,개발부,6866,123,부산,504633,5838
직원_2916,인사부,3137,163,부산,426704,7012
직원_2917,개발부,3858,153,부산,202063,6314
직원_2918,마케팅부,3045,161,광주,163288,4494
직원_2919,개발부,6485,66,대전,423498,9038
직원_2920,개발부,7624,71,경기,618706,9343
직원_2921,개발부,5988,141,대전,907204,5170
직원_2922,마케팅부,2701,89,대전,782061,6986
직원_2923,기획부,2200,86,부산,334282,5120
직원_2924,영업부,5943,125,경기,511419,2630
직원_2925,인사부,3395,143,경기,874535,8474
직원_2926,개발부,5866,161,경기,302091,4381
직원_2927,인사부,3189,133,부산,809700,8270
직원_2928,영업부,8839,194,부산,936792,3510
직원_2929,기획부,5427,125,광주,537197,1891
직원_2930,기획부,6170,93,광주,385100,6760
직원_2931,마케팅부,7711,50,서울,487468,4766
직원_2932,마케팅부,3722,178,부산,947835,5295
직원_2933,기획부,2437,115,경기,622170,6941
직원_2934,개발부,4941,199,경기,101162,1406
직원_2935,기획부,8715,180,서울,110917,1480
직원_2936,인사부,3821,63,광주,637937,1915
직원_2937,마케팅부,8194,86,서울,251816,2946
직원_2938,영업부,6891,70,경기,243166,6881
직원_2939,기획부,4056,125,서울,382823,6593
직원_2940,기획부,7778,74,광주,120767,3296
직원_2941,개발부,3760,106,부산,882964,8321
직원_2942,영업부,3868,195,경기,385593,1634
직원_2943,영업부,7834,108,서울,490146,5743
직원_2944,기획부,6278,71,경기,969974,8195
직원_2945,기획부,3739,83,서울,938508,6301
직원_2946,마케팅부,5288,144,부산,938662,5089
직원_2947,개발부,4189,158,부산,429971,8862
직원_2948,개발부,5460,71,서울,371630,7465
직원_2949,인사부,4176,140,광주,463117,3257
직원_2950,마케팅부,6188,116,부산,494270,6054
직원_2951,기획부,7623,66,서울,840056,7695
직원_2952,기획부,7110,70,광주,896895,1509
직원_2953,개발부,3437,120,부산,589889,1310
직원_2954,기획부,7078,144,광주,945098,5083
직원_2955,인사부,4379,107,대전,938895,6185
직원_2956,마케팅부,4309,85,경기,321868,8854
직원_2957,개발부,6981,85,서울,306078,8478
직원_2958,개발부,7071,114,서울,920697,3666
직원_2959,기획부,4961,102,경기,440324,4096
직원_2960,개발부,8701,97,광주,576448,2956
직원_2961,마케팅부,7117,196,경기,450581,5290
직원_2962,기획부,8854,154,서울,241047,2836
직원_2963,인사부,3398,81,서울,637913,4044
직원_2964,기획부,8476,74,대전,346816,3155
직원_2965,기획부,8443,94,광주,439093,6482
직원_2966,영업부,8128,90,서울,182910,7973
직원_2967,기획부,8620,128,서울,991479,1158
직원_2968,인사부,2984,169,서울,769052,4274
직원_2969,개발부,5067,169,광주,706127,2520
직원_2970,기획부,6454,134,대전,998229,3819
직원_2971,기획부,3324,55,부산,158280,4971
직원_2972,인사부,8913,98,경기,141341,5870
직원_2973,인사부,2279,191,대전,580395,5152
직원_2974,개발부,7381,146,광주,225968,9443
직원_2975,마케팅부,8379,147,부산,657708,9830
직원_2976,기획부,3876,70,부산,413954,4454
직원_2977,인사부,3531,107,광주,407002,1870
직원_2978,마케팅부,3727,98,대전,692539,6750
직원_2979,기획부,8937,52,경기,850219,8508
직원_2980,영업부,5049,122,서울,233978,6124
직원_2981,인사부,6022,81,부산,554649,8601
직원_2982,기획부,6217,138,대전,908762,6913
직원_2983,개발부,7846,133,광주,811490,9488
직원_2984,인사부,3889,189,부산,569450,1466
직원_2985,영업부,6106,56,광주,676887,1690
직원_2986,인사부,7257,84,대전,394006,5435
직원_2987,개발부,7921,109,서울,991992,1687
직원_2988,개발부,2889,86,부산,541052,8256
직원_2989,영업부,8518,108,경기,522492,7573
직원_2990,마케팅부,2008,83,광주,901748,5117
직원_2991,개발부,2370,129,경기,237601,8608
직원_2992,기획부,7877,63,경기,418507,2019
직원_2993,영업부,7932,51,대전,803003,6953
직원_2994,마케팅부,8791,138,부산,302996,9697
직원_2995,마케팅부,7628,136,경기,411986,3876
직원_2996,영업부,7721,93,대전,949234,2582
직원_2997,마케팅부,3875,186,대전,223726,3858
직원_2998,인사부,7634,103,서울,733220,5777
직원_2999,개발부,2265,50,서울,677313,1281
직원_3000,개발부,4119,143,광주,218690,9321
직원_3001,기획부,4295,60,경기,606859,7709
직원_3002,기획부,8271,111,서울,467438,4723
직원_3003,영업부,6905,77,서울,159333,4488
직원_3004,영업부,7220,81,대전,821442,1284
직원_3005,마케팅부,4621,199,서울,627243,4853
직원_3006,영업부,4077,54,부산,835523,9090
직원_3007,기획부,5329,175,서울,993404,5736
직원_3008,기획부,4235,165,대전,582389,2730
직원_3009,개발부,7986,128,광주,369684,5321
직원_3010,영업부,8333,124,광주,395997,7291
직원_3011,기획부,5780,111,서울,337588,9230
직원_3012,인사부,8597,55,대전,526768,4666
직원_3013,인사부,8701,130,경기,868010,6482
직원_3014,마케팅부,7424,89,대전,521047,9607
직원_3015,영업부,6402,74,부산,244987,9470
직원_3016,영업부,7944,160,광주,496959,9685
직원_3017,기획부,8006,145,서울,553070,2958
직원_3018,영업부,8113,124,광주,216590,3907
직원_3019,기획부,4897,80,경기,746582,3925
직원_3020,기획부,8230,168,대전,734306,7957
직원_3021,인사부,4224,168,부산,423953,6452
직원_3022,개발부,7095,79,대전,780821,9812
직원_3023,기획부,3338,189,경기,172115,8597
직원_3024,영업부,4145,143,경기,694493,8929
직원_3025,인사부,4290,55,경기,487314,4805
직원_3026,개발부,7776,192,서울,923363,8077
직원_3027,마케팅부,6008,135,경기,369369,8841
직원_3028,기획부,7871,92,부산,194120,3793
직원_3029,마케팅부,6171,132,대전,992955,3758
직원_3030,기획부,3218,176,경기,525560,2222
직원_3031,인사부,8097,112,부산,635348,8191
직원_3032,기획부,2441,85,서울,951346,5170
직원_3033,기획부,7390,127,부산,609674,5809
직원_3034,기획부,2872,133,경기,786415,5228
직원_3035,영업부,8337,147,광주,295911,3792
직원_3036,개발부,3907,120,광주,756425,4868
직원_3037,인사부,2678,139,서울,725438,9532
직원_3038,영업부,8189,152,부산,493822,6131
직원_3039,기획부,4277,159,서울,503935,9971
직원_3040,영업부,4973,134,광주,832959,7760
직원_3041,마케팅부,7294,70,경기,795769,1892
직원_3042,개발부,3622,145,부산,100249,9409
직원_3043,인사부,8819,100,대전,419504,9747
직원_3044,기획부,3107,58,부산,366818,8948
직원_3045,영업부,6675,60,서울,661316,3555
직원_3046,인사부,4445,184,서울,206069,1224
직원_3047,영업부,4065,124,대전,306854,6035
직원_3048,마케팅부,7598,62,대전,109737,3797
직원_3049,마케팅부,4910,142,광주,702941,2007
직원_3050,영업부,7657,77,부산,716818,2823
직원_3051,기획부,3002,57,부산,151808,5231
직원_3052,인사부,4464,74,경기,739398,1023
직원_3053,인사부,8631,73,대전,372579,3763
직원_3054,기획부,4269,145,광주,373035,4707
직원_3055,마케팅부,4263,188,서울,665770,1809
직원_3056,기획부,2984,169,광주,723645,5338
직원_3057,마케팅부,3592,189,부산,608218,1155
직원_3058,마케팅부,5529,65,부산,622682,8828
직원_3059,기획부,3141,123,대전,525819,6647
직원_3060,마케팅부,2638,144,경기,195520,3909
직원_3061,영업부,8493,124,서울,719733,3274
